"filename", "language", "JavaScript", "comment", "blank", "total"
"/Users/hayleycloud/Downloads/Argus/src/commands/settings/protected-roles/ListProtectedRolesCommand.js", "JavaScript", 22, 0, 6, 28
"/Users/hayleycloud/Downloads/Argus/src/commands/settings/protected-roles/RemoveProtectedRoleCommand.js", "JavaScript", 36, 0, 7, 43
"/Users/hayleycloud/Downloads/Argus/src/commands/settings/punishments/SetPunishmentsCommand.js", "JavaScript", 62, 0, 7, 69
"/Users/hayleycloud/Downloads/Argus/src/commands/settings/punishments/ShowPunishmentsCommand.js", "JavaScript", 31, 0, 7, 38
"/Users/hayleycloud/Downloads/Argus/src/commands/user/AvatarCommand.js", "JavaScript", 61, 10, 11, 82
"/Users/hayleycloud/Downloads/Argus/src/commands/user/BanCommand.js", "JavaScript", 145, 21, 20, 186
"/Users/hayleycloud/Downloads/Argus/src/commands/user/KickCommand.js", "JavaScript", 103, 14, 18, 135
"/Users/hayleycloud/Downloads/Argus/src/commands/user/MuteCommand.js", "JavaScript", 141, 16, 23, 180
"/Users/hayleycloud/Downloads/Argus/src/commands/user/PardonCommand.js", "JavaScript", 107, 15, 15, 137
"/Users/hayleycloud/Downloads/Argus/src/commands/user/SoftBanCommand.js", "JavaScript", 119, 20, 18, 157
"/Users/hayleycloud/Downloads/Argus/src/commands/user/StrikeCommand.js", "JavaScript", 134, 25, 20, 179
"/Users/hayleycloud/Downloads/Argus/src/commands/user/StrikePurgeCommand.js", "JavaScript", 152, 21, 23, 196
"/Users/hayleycloud/Downloads/Argus/src/commands/user/UnbanCommand.js", "JavaScript", 84, 14, 13, 111
"/Users/hayleycloud/Downloads/Argus/src/commands/user/UnmuteCommand.js", "JavaScript", 84, 14, 13, 111
"/Users/hayleycloud/Downloads/Argus/src/commands/user/UserCommand.js", "JavaScript", 133, 40, 21, 194
"/Users/hayleycloud/Downloads/Argus/src/commands/user/UserInfoCommand.js", "JavaScript", 173, 7, 18, 198
"/Users/hayleycloud/Downloads/Argus/src/database/AutoResponse.js", "JavaScript", 68, 40, 16, 124
"/Users/hayleycloud/Downloads/Argus/src/database/BadWord.js", "JavaScript", 120, 48, 18, 186
"/Users/hayleycloud/Downloads/Argus/src/database/ChatTriggeredFeature.js", "JavaScript", 222, 136, 51, 409
"/Users/hayleycloud/Downloads/Argus/src/database/Confirmation.js", "JavaScript", 34, 21, 8, 63
"/Users/hayleycloud/Downloads/Argus/src/database/Moderation.js", "JavaScript", 159, 128, 37, 324
"/Users/hayleycloud/Downloads/Argus/src/database/Punishment.js", "JavaScript", 22, 26, 6, 54
"/Users/hayleycloud/Downloads/Argus/src/database/WhereParameter.js", "JavaScript", 25, 4, 6, 35
"/Users/hayleycloud/Downloads/Argus/src/database/export/ArgusImporter.js", "JavaScript", 81, 45, 15, 141
"/Users/hayleycloud/Downloads/Argus/src/database/export/Exporter.js", "JavaScript", 42, 28, 17, 87
"/Users/hayleycloud/Downloads/Argus/src/database/export/Importer.js", "JavaScript", 10, 12, 5, 27
"/Users/hayleycloud/Downloads/Argus/src/database/export/ArgusImporter.js", "JavaScript", 110, 21, 20, 151
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/AutoResponseVisionMigration.js", "JavaScript", 9, 0, 3, 12
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/BadWordVisionMigration.js", "JavaScript", 9, 0, 3, 12
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/CommentFieldMigration.js", "JavaScript", 10, 3, 2, 15
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/DMMigration.js", "JavaScript", 10, 3, 4, 17
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/Migration.js", "JavaScript", 11, 18, 3, 32
"/Users/hayleycloud/Downloads/Argus/src/database/migrations/VisionMigration.js", "JavaScript", 17, 12, 4, 33
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/IncludeTrigger.js", "JavaScript", 23, 0, 4, 27
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/MatchTrigger.js", "JavaScript", 20, 0, 4, 24
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/PhishingTrigger.js", "JavaScript", 43, 6, 9, 58
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/RegexTrigger.js", "JavaScript", 22, 3, 5, 30
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/Trigger.js", "JavaScript", 26, 38, 9, 73
"/Users/hayleycloud/Downloads/Argus/src/database/triggers/Triggers.js", "JavaScript", 20, 0, 1, 21
"/Users/hayleycloud/Downloads/Argus/src/discord/ChannelWrapper.js", "JavaScript", 114, 31, 22, 167
"/Users/hayleycloud/Downloads/Argus/src/discord/GuildWrapper.js", "JavaScript", 158, 77, 22, 257
"/Users/hayleycloud/Downloads/Argus/src/discord/MemberWrapper.js", "JavaScript", 307, 192, 64, 563
"/Users/hayleycloud/Downloads/Argus/src/discord/RateLimiter.js", "JavaScript", 33, 7, 5, 45
"/Users/hayleycloud/Downloads/Argus/src/discord/UserWrapper.js", "JavaScript", 23, 14, 6, 43
"/Users/hayleycloud/Downloads/Argus/src/discord/permissions/SlashCommandPermissionManager.js", "JavaScript", 22, 17, 5, 44
"/Users/hayleycloud/Downloads/Argus/src/discord/permissions/SlashCommandPermissionManagerV2.js", "JavaScript", 54, 19, 12, 85
"/Users/hayleycloud/Downloads/Argus/src/discord/permissions/SlashCommandPermissionManagerV3.js", "JavaScript", 88, 59, 15, 162
"/Users/hayleycloud/Downloads/Argus/src/discord/permissions/SlashCommandPermissionManagers.js", "JavaScript", 14, 4, 2, 20
"/Users/hayleycloud/Downloads/Argus/src/discord/permissions/SlashCommandPermissionOverrides.js", "JavaScript", 40, 56, 14, 110
"/Users/hayleycloud/Downloads/Argus/src/embeds/BetterButtonBuilder.js", "JavaScript", 9, 7, 2, 18
"/Users/hayleycloud/Downloads/Argus/src/embeds/ChatFeatureEmbed.js", "JavaScript", 22, 6, 2, 30
"/Users/hayleycloud/Downloads/Argus/src/embeds/ConfirmationEmbed.js", "JavaScript", 30, 5, 2, 37
"/Users/hayleycloud/Downloads/Argus/src/embeds/EmbedWrapper.js", "JavaScript", 6, 5, 1, 12
"/Users/hayleycloud/Downloads/Argus/src/embeds/ErrorEmbed.js", "JavaScript", 12, 7, 2, 21
